Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Human	Vitamin D Receptor Pathway WP2877	3.204461e-03	4.011510e-02	0	0	3.829923e+00	2.199606e+01	CST1;S100A2;CDKN2A;SALL4;CA9;PTHLH;KLK6
WikiPathways_2024_Human	Markers Of Kidney Cell Lineage WP5236	3.360146e-03	4.056176e-02	0	0	6.971072e+00	3.970563e+01	EGLN3;SALL1;GDNF;LHX1
WikiPathways_2024_Human	Development Of Ureteric Derived Collecting System WP5053	3.571023e-03	4.162089e-02	0	0	6.846400e+00	3.857880e+01	SALL1;GDNF;LHX1;ETV4
WikiPathways_2024_Human	NRF2 Pathway WP2884	3.708769e-03	4.178546e-02	0	0	4.273268e+00	2.391772e+01	NQO1;GPX2;ABCC2;SLC2A1;SLC7A11;SLC2A5
WikiPathways_2024_Human	Monoamine Transport WP727	4.446721e-03	4.696849e-02	0	0	9.896733e+00	5.359663e+01	CDC25C;FBXO32;STX1A
WikiPathways_2024_Human	Metabolic Pathways Of Fibroblasts WP5312	4.446721e-03	4.696849e-02	0	0	9.896733e+00	5.359663e+01	PSAT1;SLC2A1;PYCR1
WikiPathways_2024_Human	Cohesin Complex Cornelia De Lange Syndrome WP5117	5.283150e-03	5.411227e-02	0	0	9.257725e+00	4.854041e+01	SGO1;PLK1;CDK1
WikiPathways_2024_Human	PtdIns 4 5 P2 In Cytokinesis Pathway WP5199	5.594127e-03	5.561220e-02	0	0	2.121551e+01	1.100245e+02	ANLN;KIF23
WikiPathways_2024_Human	Nuclear Receptors Meta Pathway WP2882	6.006141e-03	5.800216e-02	0	0	2.846515e+00	1.455985e+01	NQO1;GPX2;SRPX2;ABCC2;ZIC2;CDK1;SLC2A1;SLC7A11;SLC2A5
WikiPathways_2024_Human	Photodynamic Therapy Induced HIF 1 Survival Signaling WP3614	6.704255e-03	6.294551e-02	0	0	8.440170e+00	4.224316e+01	SLC2A1;PMAIP1;BIRC5
WikiPathways_2024_Human	MECP2 And Associated Rett Syndrome WP3584	7.173719e-03	6.553289e-02	0	0	5.554510e+00	2.742446e+01	RBFOX1;DLX6;POU3F2;EZH2
WikiPathways_2024_Human	Transcriptional Activation By NRF2 In Response To Phytochemicals WP3	1.039022e-02	9.153784e-02	0	0	1.468605e+01	6.706957e+01	NQO1;SLC7A11
WikiPathways_2024_Human	Integrated Cancer Pathway WP1971	1.083288e-02	9.153784e-02	0	0	6.997818e+00	3.166631e+01	CHEK1;PLK1;CDK1
WikiPathways_2024_Human	Genes Controlling Nephrogenesis WP4823	1.083288e-02	9.153784e-02	0	0	6.997818e+00	3.166631e+01	GDNF;LHX1;ETV4
WikiPathways_2024_Human	Pathophysiological Roles Of DUX4 In FSHD1 WP5342	1.179342e-02	9.722382e-02	0	0	1.363667e+01	6.054973e+01	PAX7;FBXO32
WikiPathways_2024_Human	Chronic Hyperglycemia Impairment Of Neuron Function WP5283	1.222878e-02	9.841253e-02	0	0	6.671971e+00	2.938311e+01	MMP11;SCN8A;SLC2A1
WikiPathways_2024_Human	Male Infertility WP4673	1.545835e-02	1.204139e-01	0	0	3.578240e+00	1.491985e+01	NQO1;PSAT1;XRCC2;YBX2;TRIP13
WikiPathways_2024_Human	Endoderm Differentiation WP2853	1.589823e-02	1.204139e-01	0	0	3.551636e+00	1.470927e+01	LHX1;ONECUT1;DNMT3B;PTHLH;EZH2
WikiPathways_2024_Human	KCNQ2 Related Epilepsies WP5360	1.646414e-02	1.204139e-01	0	0	1.122927e+01	4.611380e+01	KCNQ2;STX1A
WikiPathways_2024_Human	TP53 Network WP1742	1.646414e-02	1.204139e-01	0	0	1.122927e+01	4.611380e+01	CDKN2A;PMAIP1
WikiPathways_2024_Human	Senescence Associated Secretory Phenotype SASP WP3391	1.701009e-02	1.204139e-01	0	0	5.854028e+00	2.384901e+01	CCNA2;UBE2C;CDKN2A
WikiPathways_2024_Human	Network Map Of SARS CoV 2 Signaling WP5115	1.736780e-02	1.204139e-01	0	0	2.734810e+00	1.108456e+01	CCNB2;CCNB1;RRM2;CDK1;BIRC5;CXCL13;FAM83A
WikiPathways_2024_Human	Apoptosis Related Network Due To Altered Notch3 Ovarian Cancer WP2864	1.789449e-02	1.204139e-01	0	0	5.736789e+00	2.308061e+01	HELLS;NQO1;BIRC5
WikiPathways_2024_Human	Hereditary Leiomyomatosis And Renal Cell Carcinoma Pathway WP4206	1.816896e-02	1.204139e-01	0	0	1.060513e+01	4.250580e+01	SLC2A1;PDK1
WikiPathways_2024_Human	Cell Differentiation Expanded Index WP2023	1.816896e-02	1.204139e-01	0	0	1.060513e+01	4.250580e+01	PAX7;EZH2
WikiPathways_2024_Human	Effects Of MFN2 Mutation WP5443	2.179029e-02	1.363911e-01	0	0	9.544094e+00	3.651848e+01	RAB3B;TUBB3
WikiPathways_2024_Human	Transcription Factor Regulation In Adipogenesis WP3599	2.179029e-02	1.363911e-01	0	0	9.544094e+00	3.651848e+01	LEP;TWIST1
WikiPathways_2024_Human	miRNA Targets In ECM And Membrane Receptors WP2911	2.179029e-02	1.363911e-01	0	0	9.544094e+00	3.651848e+01	COL3A1;THBS2
WikiPathways_2024_Human	Photodynamic Therapy Induced NFE2L2 NRF2 Survival Signaling WP3612	2.370352e-02	1.405577e-01	0	0	9.089364e+00	3.401360e+01	NQO1;ABCC2
WikiPathways_2024_Human	NRF2 ARE Regulation WP4357	2.370352e-02	1.405577e-01	0	0	9.089364e+00	3.401360e+01	NQO1;SLC7A11
WikiPathways_2024_Human	DNA Mismatch Repair WP531	2.370352e-02	1.405577e-01	0	0	9.089364e+00	3.401360e+01	EXO1;POLE2
WikiPathways_2024_Human	Regulation Of Apoptosis By Parathyroid Hormone Related Protein WP3872	2.568297e-02	1.496697e-01	0	0	8.675972e+00	3.177078e+01	BCL2L10;PTHLH
WikiPathways_2024_Human	Androgen Receptor Network In Prostate Cancer WP2263	2.746398e-02	1.558443e-01	0	0	3.646488e+00	1.310869e+01	CHEK1;PLK1;CDK1;ETV4
WikiPathways_2024_Human	Differentiation Of White And Brown Adipocyte WP2895	2.772707e-02	1.558443e-01	0	0	8.298528e+00	2.975310e+01	LEP;EBF3
WikiPathways_2024_Human	Pathways Affected In Adenoid Cystic Carcinoma WP3651	2.812575e-02	1.558443e-01	0	0	4.779342e+00	1.706736e+01	UHRF1;CHEK1;INSRR
WikiPathways_2024_Human	HDAC6 Interactions In The Central Nervous System WP5426	2.909846e-02	1.586335e-01	0	0	3.578132e+00	1.265610e+01	CDC20;TUBB3;TWIST1;BIRC5
WikiPathways_2024_Human	Intracellular Trafficking Proteins Involved In CMT Neuropathy WP4856	3.200300e-02	1.711980e-01	0	0	7.634226e+00	2.627644e+01	RAB3B;NEFL
WikiPathways_2024_Human	Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525	3.292270e-02	1.711980e-01	0	0	4.480140e+00	1.529337e+01	GPX2;PSAT1;DNMT3B
WikiPathways_2024_Human	AMP Activated Protein Kinase Signaling WP1403	3.292270e-02	1.711980e-01	0	0	4.480140e+00	1.529337e+01	CCNA2;CCNB1;LEP
WikiPathways_2024_Human	IL19 Signaling WP5422	3.423181e-02	1.753084e-01	0	0	7.340400e+00	2.477091e+01	CCNB1;IL20RB
WikiPathways_2024_Human	Tumor Suppressor Activity Of SMARCB1 WP4204	3.651920e-02	1.842312e-01	0	0	7.068339e+00	2.339562e+01	CDKN2A;EZH2
WikiPathways_2024_Human	Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218	3.947722e-02	1.900889e-01	0	0	4.154920e+00	1.342883e+01	FCRL5;CD19;CXCL13
WikiPathways_2024_Human	Non Small Cell Lung Cancer WP4255	3.947722e-02	1.900889e-01	0	0	4.154920e+00	1.342883e+01	CRABP2;CDKN2A;PDK1
WikiPathways_2024_Human	Pleural Mesothelioma WP5087	4.039236e-02	1.900889e-01	0	0	2.026350e+00	6.502789e+00	CDKN2A;UHRF1;SLC2A1;KIF23;FOXM1;EZH2;PDK1;MAD2L1;CTHRC1
WikiPathways_2024_Human	Antiviral And Anti-Inflam Effects Of Nrf2 On SARS CoV 2 Pathway WP5113	4.126390e-02	1.900889e-01	0	0	6.580505e+00	2.097712e+01	NQO1;SLC7A11
WikiPathways_2024_Human	Base Excision Repair WP4752	4.126390e-02	1.900889e-01	0	0	6.580505e+00	2.097712e+01	NEIL3;POLE2
WikiPathways_2024_Human	16P11 2 Distal Deletion Syndrome WP4950	4.126390e-02	1.900889e-01	0	0	6.580505e+00	2.097712e+01	CD19;ATP2A1
WikiPathways_2024_Human	Metapathway Biotransformation Phase I And II WP702	4.161709e-02	1.900889e-01	0	0	2.721185e+00	8.651312e+00	GLYATL2;GPX2;AKR7A3;AKR1B10;HS6ST2
WikiPathways_2024_Human	Pregnane X Receptor Pathway WP2876	4.371839e-02	1.970242e-01	0	0	6.360980e+00	1.990978e+01	SRPX2;ABCC2
WikiPathways_2024_Human	Fluoropyrimidine Activity WP1601	4.622577e-02	2.029131e-01	0	0	6.155618e+00	1.892371e+01	RRM2;PPAT
WikiPathways_2024_Human	Oxidative Stress Response WP408	4.622577e-02	2.029131e-01	0	0	6.155618e+00	1.892371e+01	NQO1;XDH
WikiPathways_2024_Human	Type 2 Papillary Renal Cell Carcinoma WP4241	4.878469e-02	2.114003e-01	0	0	5.963091e+00	1.801055e+01	EGLN3;SLC2A1
WikiPathways_2024_Human	Cell Lineage Map For Neuronal Differentiation WP5417	4.970233e-02	2.126505e-01	0	0	2.989363e+00	8.973183e+00	TUBB3;LHX1;TWIST1;NEFL
WikiPathways_2024_Human	Cytokine Cytokine Receptor Interaction WP5473	5.092406e-02	2.128762e-01	0	0	2.318923e+00	6.904407e+00	TNFRSF18;LEP;IL31RA;IL20RB;TNFRSF25;CXCL13
WikiPathways_2024_Human	Proline And Hydroxyproline Pathways WP5026	5.101470e-02	2.128762e-01	0	0	2.380825e+01	7.084480e+01	PYCR1
WikiPathways_2024_Human	Factors And Pathways Affecting IGF1 Akt Signaling WP3850	5.405179e-02	2.227989e-01	0	0	5.612012e+00	1.637480e+01	FBXO32;PDK1
WikiPathways_2024_Human	Circadian Rhythm Genes WP3594	5.800049e-02	2.312901e-01	0	0	2.467477e+00	7.025656e+00	TOP2A;LEP;SOX14;LGR4;EZH2
WikiPathways_2024_Human	Amino Acid Metabolism Pathway Excerpt His Catabolism Extension WP4661	6.090183e-02	2.312901e-01	0	0	1.904607e+01	5.330029e+01	GPT2
WikiPathways_2024_Human	GLP 1 From Intestine And Pancreas Role In Glucose Homeostasis WP5452	6.090183e-02	2.312901e-01	0	0	1.904607e+01	5.330029e+01	SLC2A1
WikiPathways_2024_Human	Benzene Metabolism WP3891	6.090183e-02	2.312901e-01	0	0	1.904607e+01	5.330029e+01	NQO1
WikiPathways_2024_Human	CCL18 Signaling WP5097	6.090183e-02	2.312901e-01	0	0	1.904607e+01	5.330029e+01	AK4
WikiPathways_2024_Human	Molybdenum Cofactor Moco Biosynthesis WP4507	6.090183e-02	2.312901e-01	0	0	1.904607e+01	5.330029e+01	XDH
WikiPathways_2024_Human	Lacto Series Sphingolipid Metabolism WP5303	6.090183e-02	2.312901e-01	0	0	1.904607e+01	5.330029e+01	FUT2
WikiPathways_2024_Human	Orexin Receptor Pathway WP5094	6.446195e-02	2.345809e-01	0	0	3.371331e+00	9.243112e+00	LEP;SLC2A1;PDK1
WikiPathways_2024_Human	Neural Crest Cell Migration During Development WP4564	6.514697e-02	2.345809e-01	0	0	5.020721e+00	1.371214e+01	TWIST1;EPHB1
WikiPathways_2024_Human	Catabolism Of Skeletal Muscle In Cachexia WP5474	6.514697e-02	2.345809e-01	0	0	5.020721e+00	1.371214e+01	FBXO32;PDK1
WikiPathways_2024_Human	Glycogen Synthesis And Degradation WP500	6.514697e-02	2.345809e-01	0	0	5.020721e+00	1.371214e+01	PPP2R2C;PHKA1
WikiPathways_2024_Human	Ciliary Landscape WP4352	6.523848e-02	2.345809e-01	0	0	2.381084e+00	6.499659e+00	TFAP2A;NEFL;MCM4;MCM10;IQGAP3
WikiPathways_2024_Human	mRNA Protein And Metabolite Inducation Pathway By Cyclosporin A WP3953	7.068621e-02	2.413327e-01	0	0	1.587129e+01	4.205106e+01	SLC7A11
WikiPathways_2024_Human	Effects Of Nitric Oxide WP1995	7.068621e-02	2.413327e-01	0	0	1.587129e+01	4.205106e+01	XDH
WikiPathways_2024_Human	Aflatoxin B1 Metabolism WP699	7.068621e-02	2.413327e-01	0	0	1.587129e+01	4.205106e+01	AKR7A3
WikiPathways_2024_Human	Hypothetical Craniofacial Development Pathway WP3655	7.068621e-02	2.413327e-01	0	0	1.587129e+01	4.205106e+01	TFAP2A
WikiPathways_2024_Human	GLP 1 In Pancreatic Islet Cells WP5447	7.068621e-02	2.413327e-01	0	0	1.587129e+01	4.205106e+01	SLC2A1
WikiPathways_2024_Human	Neural Crest Cell Migration In Cancer WP4565	7.392023e-02	2.498504e-01	0	0	4.652967e+00	1.211990e+01	TWIST1;EPHB1
WikiPathways_2024_Human	Glycolysis And Gluconeogenesis WP534	7.692439e-02	2.574301e-01	0	0	4.542057e+00	1.165007e+01	SLC2A1;SLC2A5
WikiPathways_2024_Human	TROP2 Regulatory Signaling WP5300	7.996652e-02	2.587114e-01	0	0	4.436306e+00	1.120676e+01	CDKN2A;CHEK1
WikiPathways_2024_Human	Ketogenesis And Ketolysis WP4742	8.036891e-02	2.587114e-01	0	0	1.360359e+01	3.429639e+01	SLC2A1
WikiPathways_2024_Human	Hunger And Satiety WP5445	8.036891e-02	2.587114e-01	0	0	1.360359e+01	3.429639e+01	LEP
WikiPathways_2024_Human	Serine Metabolism WP4688	8.036891e-02	2.587114e-01	0	0	1.360359e+01	3.429639e+01	PSAT1
WikiPathways_2024_Human	Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239	8.532574e-02	2.690569e-01	0	0	2.466797e+00	6.071476e+00	TWIST1;FOXM1;EZH2;DLL3
WikiPathways_2024_Human	Cancer Pathways WP5434	8.550200e-02	2.690569e-01	0	0	1.734022e+00	4.264333e+00	GNGT1;CCNA2;NQO1;EGLN3;CDKN2A;SLC2A1;BIRC5;PMAIP1;DLL3
WikiPathways_2024_Human	ATM Signaling In Development And Disease WP3878	8.616027e-02	2.690569e-01	0	0	4.238903e+00	1.039187e+01	CHEK1;BUB1
WikiPathways_2024_Human	Rett Syndrome WP4312	8.930972e-02	2.690569e-01	0	0	4.146639e+00	1.001681e+01	SCN8A;GABRA3
WikiPathways_2024_Human	Microtubule Cytoskeleton Regulation WP2038	8.930972e-02	2.690569e-01	0	0	4.146639e+00	1.001681e+01	CDK1;KIF2C
WikiPathways_2024_Human	Somitogenesis In The Context Of Spondylocostal Dysostosis WP4785	8.995099e-02	2.690569e-01	0	0	1.190281e+01	2.866781e+01	DLL3
WikiPathways_2024_Human	Acetaminophen In Analgesia And Antipyresis WP5444	8.995099e-02	2.690569e-01	0	0	1.190281e+01	2.866781e+01	KCNQ2
WikiPathways_2024_Human	HIF1A And PPARG In Cardiac Hypertropthy WP2456	8.995099e-02	2.690569e-01	0	0	1.190281e+01	2.866781e+01	SLC2A1
WikiPathways_2024_Human	Hepatitis C And Hepatocellular Carcinoma WP3646	9.249280e-02	2.718484e-01	0	0	4.058301e+00	9.661291e+00	RRM2;BIRC5
WikiPathways_2024_Human	Osteoarthritic Chondrocyte Hypertrophy WP5373	9.249280e-02	2.718484e-01	0	0	4.058301e+00	9.661291e+00	COL3A1;COL10A1
WikiPathways_2024_Human	Photodynamic Therapy Induced AP 1 Survival Signaling WP3611	9.570848e-02	2.754797e-01	0	0	3.973644e+00	9.323950e+00	CCNA2;CDKN2A
WikiPathways_2024_Human	Focal Adhesion PI3K Akt mTOR Signaling WP3932	9.857571e-02	2.754797e-01	0	0	1.933714e+00	4.480280e+00	GNGT1;COL3A1;PPP2R2C;COL11A1;SLC2A1;THBS2
WikiPathways_2024_Human	Ciliopathies WP4803	9.935821e-02	2.754797e-01	0	0	2.330845e+00	5.381976e+00	PLK4;CENPF;ZIC2;NEK2
WikiPathways_2024_Human	TCA Cycle In Senescence WP5050	9.943349e-02	2.754797e-01	0	0	1.057999e+01	2.442143e+01	PDK1
WikiPathways_2024_Human	Leptin And Adiponectin WP3934	9.943349e-02	2.754797e-01	0	0	1.057999e+01	2.442143e+01	LEP
WikiPathways_2024_Human	Aspirin And miRNAs WP4707	9.943349e-02	2.754797e-01	0	0	1.057999e+01	2.442143e+01	PDK1
WikiPathways_2024_Human	Nucleotide GPCRs WP80	9.943349e-02	2.754797e-01	0	0	1.057999e+01	2.442143e+01	P2RY6
WikiPathways_2024_Human	Primary Ovarian Insufficiency WP5316	1.026138e-01	2.819793e-01	0	0	2.302635e+00	5.242601e+00	RECQL4;EXO1;SALL4;XRCC2
WikiPathways_2024_Human	DNA Damage Response Only ATM Dependent WP710	1.034682e-01	2.820344e-01	0	0	2.727669e+00	6.187692e+00	CDKN2A;PMAIP1;PDK1
WikiPathways_2024_Human	Vitamin B12 Disorders WP4271	1.088174e-01	2.851186e-01	0	0	9.521728e+00	2.111999e+01	TCN1
WikiPathways_2024_Human	FBXL10 Enhancement Of MAP ERK Signaling In DLBCL WP4553	1.088174e-01	2.851186e-01	0	0	9.521728e+00	2.111999e+01	EZH2
WikiPathways_2024_Human	ATR Signaling WP3875	1.088174e-01	2.851186e-01	0	0	9.521728e+00	2.111999e+01	CHEK1
WikiPathways_2024_Human	Neolacto Series Sphingolipid Metabolism WP5302	1.088174e-01	2.851186e-01	0	0	9.521728e+00	2.111999e+01	FUT2
WikiPathways_2024_Human	Serotonin Transporter Activity WP1455	1.088174e-01	2.851186e-01	0	0	9.521728e+00	2.111999e+01	STX1A
WikiPathways_2024_Human	Resolvin E1 And Resolvin D1 Signaling Decrease Inflammation WP5191	1.181039e-01	2.894822e-01	0	0	8.655878e+00	1.849061e+01	PDK1
WikiPathways_2024_Human	Aerobic Glycolysis WP4629	1.181039e-01	2.894822e-01	0	0	8.655878e+00	1.849061e+01	SLC2A1
WikiPathways_2024_Human	Irinotecan Pathway WP229	1.181039e-01	2.894822e-01	0	0	8.655878e+00	1.849061e+01	ABCC2
WikiPathways_2024_Human	Purine Metabolism WP4792	1.181039e-01	2.894822e-01	0	0	8.655878e+00	1.849061e+01	XDH
WikiPathways_2024_Human	PGK1 PKM2 KHKC KHKA Acting As Protein Kinases WP5433	1.181039e-01	2.894822e-01	0	0	8.655878e+00	1.849061e+01	PDK1
WikiPathways_2024_Human	Spina Bifida WP5150	1.181039e-01	2.894822e-01	0	0	8.655878e+00	1.849061e+01	DNMT3B
WikiPathways_2024_Human	Enterohepatic Circulation Of Bile Acids WP5396	1.181039e-01	2.894822e-01	0	0	8.655878e+00	1.849061e+01	ABCC2
WikiPathways_2024_Human	15Q11Q13 Copy Number Variation WP5407	1.190474e-01	2.894822e-01	0	0	3.467239e+00	7.379094e+00	FANCI;STX1A
WikiPathways_2024_Human	Proximal Tubule Transport WP4917	1.190474e-01	2.894822e-01	0	0	3.467239e+00	7.379094e+00	ABCC2;SLC2A1
WikiPathways_2024_Human	2Q13 Copy Number Variation Syndrome WP5222	1.190474e-01	2.894822e-01	0	0	3.467239e+00	7.379094e+00	CKAP2L;CXCL13
WikiPathways_2024_Human	Spinal Cord Injury WP2431	1.211536e-01	2.924993e-01	0	0	2.534001e+00	5.348506e+00	GDNF;LEP;CDK1
WikiPathways_2024_Human	Lactate Shuttle In Glial Cells WP5314	1.272938e-01	2.926891e-01	0	0	7.934337e+00	1.635471e+01	SLC2A1
WikiPathways_2024_Human	Aerobic Glycolysis Augmented WP4628	1.272938e-01	2.926891e-01	0	0	7.934337e+00	1.635471e+01	SLC2A1
WikiPathways_2024_Human	Vitamin K Metabolism And Activation Of Dependent Proteins WP5186	1.272938e-01	2.926891e-01	0	0	7.934337e+00	1.635471e+01	NQO1
WikiPathways_2024_Human	H19 Rb E2F1 And CDK Beta Catenin In Colorectal Cancer WP3969	1.272938e-01	2.926891e-01	0	0	7.934337e+00	1.635471e+01	PMAIP1
WikiPathways_2024_Human	Dopamine Metabolism WP2436	1.272938e-01	2.926891e-01	0	0	7.934337e+00	1.635471e+01	NQO1
WikiPathways_2024_Human	Ganglio Series Sphingolipid Metabolism WP5299	1.272938e-01	2.926891e-01	0	0	7.934337e+00	1.635471e+01	B4GALNT1
WikiPathways_2024_Human	Ganglio Sphingolipid Metabolism WP1423	1.272938e-01	2.926891e-01	0	0	7.934337e+00	1.635471e+01	B4GALNT1
WikiPathways_2024_Human	Abnormal Ca Handling And Effects On Muscle Contraction In DMD WP5343	1.363881e-01	3.073280e-01	0	0	7.323802e+00	1.459085e+01	ATP2A1
WikiPathways_2024_Human	6Q16 Copy Number Variation WP5400	1.363881e-01	3.073280e-01	0	0	7.323802e+00	1.459085e+01	LEP
WikiPathways_2024_Human	Codeine And Morphine Metabolism WP1604	1.363881e-01	3.073280e-01	0	0	7.323802e+00	1.459085e+01	ABCC2
WikiPathways_2024_Human	Endochondral Ossification WP474	1.400377e-01	3.113996e-01	0	0	3.125683e+00	6.144604e+00	COL10A1;PTHLH
WikiPathways_2024_Human	Endochondral Ossification With Skeletal Dysplasias WP4808	1.400377e-01	3.113996e-01	0	0	3.125683e+00	6.144604e+00	COL10A1;PTHLH
WikiPathways_2024_Human	Biosynth Of Tetrahydrobiopterin And Phenylalanine Catabolism WP4156	1.453880e-01	3.190984e-01	0	0	6.800486e+00	1.311371e+01	DNAJC12
WikiPathways_2024_Human	Biomarkers For Pyrimidine Metabolism Disorders WP4584	1.453880e-01	3.190984e-01	0	0	6.800486e+00	1.311371e+01	RRM2
WikiPathways_2024_Human	SARS CoV 2 Innate Immunity Evasion And Cell Immune Response WP5039	1.472019e-01	3.209952e-01	0	0	3.026288e+00	5.798217e+00	TFAP2A;CXCL13
WikiPathways_2024_Human	Interactome Of Polycomb Repressive Complex 2 PRC2 WP2916	1.542943e-01	3.321116e-01	0	0	6.346946e+00	1.186176e+01	EZH2
WikiPathways_2024_Human	2Q37 Copy Number Variation Syndrome WP5224	1.544735e-01	3.321116e-01	0	0	2.253792e+00	4.209481e+00	HJURP;TRPM8;CENPA
